StudentID	Name	AttendanceRate	StudyHoursPerWeek	PreviousGrade	AssignmentScore	FinalGrade	Performance	InternalMarks	AttendancePercent	StudyConsistency	ParticipationScore
301	Student_301	87.95	7.08	70.6	61.72	72.68	Average	72.18	87.95	26.67	72.75
302	Student_302	83.85	12.85	50.43	77.14	68.09	Average	69.97	83.85	42.91	58.74
303	Student_303	72.62	13.12	56.76	75.07	52.8	Average	48.5	72.62	61.74	42.13
304	Student_304	82.59	9.95	52.32	60.56	50.31	Average	46.26	82.59	38.49	55.31
305	Student_305	89.38	13.12	87.95	82.43	82.5	Good	90.41	89.38	51.62	79.54
306	Student_306	94.86	8.82	97.09	96.31	91.7	Good	90.41	94.86	37.5	96.65
307	Student_307	79.83	13.82	54.45	56.82	55.96	Average	59.27	79.83	55.26	63.79
308	Student_308	84.86	4.38	63.99	77.9	71.31	Average	66.66	84.86	14.55	79.7
309	Student_309	90.43	9.08	94.94	89.97	77.87	Good	77.59	90.43	30.04	66.52
310	Student_310	67.35	14.01	66.06	74.07	71.89	Average	70.21	67.35	56.88	67.01
311	Student_311	79.29	9.69	60.33	62.29	60.82	Average	57.44	79.29	40.65	64.58
312	Student_312	84.35	10.62	71.42	65.2	65.12	Average	70.9	84.35	45.96	68.99
313	Student_313	80.78	10.51	66.86	60.46	62.76	Average	55.82	80.78	51.6	78.51
314	Student_314	82.08	14.54	84.63	91.31	98.76	Good	100	82.08	47.29	92.41
315	Student_315	80.02	12.18	62.15	69.58	51.77	Average	49.99	80.02	48.38	59.95
316	Student_316	71.36	7.98	61.34	56.05	53.49	Average	55.56	71.36	37.88	56.1
317	Student_317	56.92	7.8	39.61	47.05	33.9	Fail	32.19	56.92	30.58	22.42
318	Student_318	80.27	7.09	54.97	66.88	50.14	Average	54.48	80.27	16.67	46.31
319	Student_319	80.15	11.72	71.1	77.7	83.47	Good	78.77	80.15	40.42	85.31
320	Student_320	70.06	5	44.87	42.34	48.54	Fail	54.33	70.06	21.64	36.61
321	Student_321	59.93	1.61	47.89	37.85	36.87	Fail	36.73	59.93	7.9	22.35
322	Student_322	62.69	7.12	44.31	52.56	49.76	Fail	43.12	62.69	31.84	37.43
323	Student_323	53.29	2.92	41.44	45.55	38.18	Fail	41.58	53.29	7.77	39.99
324	Student_324	87.69	11.85	64.59	62.12	70.51	Average	69.52	87.69	48.7	67.12
325	Student_325	99.1	21.96	70.05	90.91	76.28	Good	67.74	99.1	83.11	71.94
326	Student_326	71.44	4.65	64.49	70.79	52.85	Average	54.51	71.44	19.9	48.75
327	Student_327	74.6	9.02	58.86	57.78	60.43	Average	65.46	74.6	36.35	50.46
328	Student_328	83.78	4.78	51.92	63.16	73.45	Average	79.86	83.78	15.02	70.26
329	Student_329	93.37	19.54	80.86	89.84	75.25	Good	73.36	93.37	85.95	62.51
330	Student_330	65.9	7.39	47.76	56.84	44.41	Fail	45.14	65.9	21.03	52.72
331	Student_331	82.41	23.34	71.99	88.35	78.55	Good	78.8	82.41	92.65	90.4
332	Student_332	50.29	3.95	38.56	47.15	41.49	Fail	48.94	50.29	11.59	25.21
333	Student_333	80.87	10.09	86.76	83.58	93.23	Good	89.18	80.87	49.53	89.95
334	Student_334	81.31	13.3	66.62	64.89	66.76	Average	64.44	81.31	56.19	63.93
335	Student_335	56.88	3.14	52.88	46.16	45.89	Fail	41.72	56.88	9.31	44.67
336	Student_336	70.56	7	56.58	45.77	36.35	Fail	29.1	70.56	26.6	43.36
337	Student_337	91.64	14.31	88.03	92.64	92.21	Good	93.45	91.64	66.55	88.95
338	Student_338	74.36	5.84	60.33	58.28	72.16	Average	80.17	74.36	18.63	71.54
339	Student_339	86.92	10.63	70.76	91.15	90.92	Good	89.93	86.92	33.7	100
340	Student_340	73.52	4.79	59.83	62.16	66.86	Average	62.45	73.52	20.62	66.08
341	Student_341	80.14	8.01	55.23	77.72	61.3	Average	62.23	80.14	33.61	73.66
342	Student_342	82.21	5.55	61.65	55.63	62.59	Average	65.54	82.21	25.53	66.1
343	Student_343	74.1	3.69	31.13	35.77	37.72	Fail	36.94	74.1	18.12	33.84
344	Student_344	54	1.16	51.93	46.46	35.76	Fail	42.78	54	13.49	30.71
345	Student_345	87.5	5.28	72.94	62.22	72.12	Average	68.06	87.5	12.53	72.07
346	Student_346	80.07	13.09	73.62	61.63	73.93	Average	72.5	80.07	46.35	66.04
347	Student_347	74.74	8.24	58.17	67.45	53.84	Average	55.32	74.74	36.27	47.79
348	Student_348	91.07	17.21	92.86	95.84	86.01	Good	87.97	91.07	63.31	83.05
349	Student_349	57.56	2.82	35.64	36.44	36.81	Fail	37.05	57.56	4	38.86
350	Student_350	85.4	24.43	86.73	83.68	89.51	Good	83.12	85.4	100	100
351	Student_351	53.48	4.11	48.16	47.22	38	Fail	49.69	53.48	8.34	34.61
352	Student_352	74.85	7.16	48.08	49.23	42.35	Fail	41.17	74.85	26.88	45.58
353	Student_353	84.03	14.72	71.18	86.89	88.58	Good	89.13	84.03	58.58	77.18
354	Student_354	55.69	7.75	56.37	53.05	40.61	Fail	43.69	55.69	37.55	48.03
355	Student_355	71.75	1.91	52.92	38.12	45.8	Fail	42.62	71.75	0	33.75
356	Student_356	56.89	7.14	57.38	38.72	39.21	Fail	39.49	56.89	30.64	44.8
357	Student_357	74.52	4.38	55.04	49.72	37.47	Fail	34.08	74.52	13.07	36.9
358	Student_358	72.14	6.24	68.28	63.89	62.73	Average	64.81	72.14	28.1	61.89
359	Student_359	62.31	5.04	55.1	59.52	38.11	Fail	36.73	62.31	15.63	36.01
360	Student_360	70.69	6.35	46.63	58.9	33.99	Fail	35.33	70.69	33.26	24.88
361	Student_361	67.73	13.39	60.54	74.48	72.24	Average	67.01	67.73	49.06	63.5
362	Student_362	66.56	13.72	60.76	66.74	65.6	Average	61.46	66.56	42.57	71.46
363	Student_363	73.16	1.13	43.83	52.19	44.38	Fail	37.55	73.16	0.58	44.46
364	Student_364	82.31	5.48	57.19	63.25	70.03	Average	66.48	82.31	20.61	67.88
365	Student_365	56.97	2.47	57.77	35.22	49.86	Fail	36.99	56.97	15.29	52.96
366	Student_366	66.92	6.8	38.54	35.36	44.68	Fail	43.14	66.92	20.91	45.39
367	Student_367	96.68	20.59	74.29	93.84	94.22	Good	91.55	96.68	76.17	88.67
368	Student_368	66.46	6.36	54.53	50.34	31.76	Fail	32.51	66.46	30.24	48.99
369	Student_369	77.19	4.85	59.78	64.36	51.64	Average	51.86	77.19	12.52	56.83
370	Student_370	86.98	9.89	94.25	98.69	76.81	Good	83.1	86.98	38.67	77.7
371	Student_371	73.88	4.66	38.69	36.92	39.96	Fail	52.93	73.88	17.85	36.36
372	Student_372	95.89	20.02	71.51	76.82	85.07	Good	90.76	95.89	81.17	91.74
373	Student_373	57.38	2.63	38.15	55.09	48.49	Fail	46.22	57.38	6.77	42.98
374	Student_374	60.13	7.34	39.32	46.91	34.5	Fail	32.03	60.13	24.73	28.4
375	Student_375	66.01	7.85	47.5	43.95	42.89	Fail	47.23	66.01	33.07	54.74
376	Student_376	82.46	23.11	85.09	86.23	89.65	Good	81.23	82.46	87.96	89.86
377	Student_377	80.62	4.79	66.38	60.56	67.78	Average	66.2	80.62	12.36	62.44
378	Student_378	70.56	6.63	46.02	48	32.84	Fail	31.65	70.56	32.66	32.88
379	Student_379	95.51	12.61	84.9	82.11	78.35	Good	81.27	95.51	52.88	84.3
380	Student_380	92.59	8.92	92.46	82.94	75	Good	78.07	92.59	44.52	79.35
381	Student_381	62.78	1.33	38.01	52.67	31.25	Fail	27.53	62.78	9.24	38.07
382	Student_382	70.98	1.03	37.16	53.52	36.29	Fail	34.22	70.98	0	27.54
383	Student_383	82.04	14.12	78.11	96.07	82.83	Good	85.06	82.04	56.96	89.47
384	Student_384	69.72	7.24	42.58	57.75	37.51	Fail	33.52	69.72	23.88	36.26
385	Student_385	74.1	1.63	49.92	47.35	37.71	Fail	43.74	74.1	0	38.33
386	Student_386	92.65	19.97	70.13	79.17	92.83	Good	95.88	92.65	77.64	100
387	Student_387	81.66	14.63	68.26	76.87	67.49	Average	68.35	81.66	63.43	72.41
388	Student_388	57.45	1.74	52.67	51.1	30.96	Fail	32.91	57.45	8.33	33.42
389	Student_389	87.2	24.27	85.01	85.82	86.44	Good	84.11	87.2	90.13	72.55
390	Student_390	84.18	14.27	81.09	76.31	94.19	Good	91.06	84.18	54.67	93.87
391	Student_391	60.41	6.76	54.66	40.3	43.08	Fail	40.96	60.41	26.33	37.59
392	Student_392	61.81	7.16	36.26	51.95	42.09	Fail	44.59	61.81	20.19	47.07
393	Student_393	85.91	10.32	89.55	93.46	82.89	Good	83.9	85.91	44.85	89.83
394	Student_394	66.12	3.77	50.68	39.98	47.72	Fail	45.61	66.12	13.94	45.61
395	Student_395	72.19	8.05	51.39	57.56	62.84	Average	66.59	72.19	25.25	58.17
396	Student_396	56.69	6.85	30.43	44.48	36.71	Fail	35.84	56.69	20.16	47.6
397	Student_397	65.48	5.37	59.93	66.34	60.07	Average	56.6	65.48	26.98	55.85
398	Student_398	78.27	10.55	50.24	65.67	73.99	Average	75.26	78.27	40.3	65.63
399	Student_399	90.38	19.52	79.36	94.35	94.32	Good	89.25	90.38	84.03	88.49
400	Student_400	90.43	24.59	73.77	75.42	94.25	Good	85.81	90.43	100	90.37
401	Student_401	70.18	1.84	37.7	35.44	35.84	Fail	35.81	70.18	12.47	29.81
402	Student_402	84.33	9.7	58.35	63.55	50.03	Average	46.74	84.33	36.13	55.95
403	Student_403	72.5	11.11	73.38	74.48	50.59	Average	49.32	72.5	31.95	35.2
404	Student_404	87.46	12.62	68.73	65.53	59.91	Average	55.08	87.46	52.04	53.73
405	Student_405	72.57	4.72	55.48	60.67	62.05	Average	68.09	72.57	29.34	61.72
406	Student_406	94.95	16.05	71.74	98.94	98.57	Good	95.26	94.95	64.02	100
407	Student_407	95.7	24.85	86.33	99.07	76.89	Good	74.73	95.7	89.45	88.73
408	Student_408	74.14	6.48	54.7	58.24	65.5	Average	67.39	74.14	22.55	76.32
409	Student_409	69.53	5.05	34.26	55.28	42.66	Fail	35.78	69.53	19.28	31.45
410	Student_410	74.7	11.42	56.24	62.94	72.85	Average	65.6	74.7	40.19	59.49
411	Student_411	72.26	9.17	71.36	71.28	51.55	Average	53.45	72.26	23.86	51.72
412	Student_412	82.95	8.13	88.93	86.19	78.36	Good	76.14	82.95	32.03	73.65
413	Student_413	99.16	17	77.26	87.52	91.99	Good	87.48	99.16	64.08	83.65
414	Student_414	51.91	2.92	53.4	46.49	40.88	Fail	43.9	51.91	20.54	40.99
415	Student_415	88.66	8.75	74.97	86.14	80.23	Good	76.17	88.66	35.51	81.84
416	Student_416	81	22.34	99.44	94.83	96.34	Good	94.97	81	91.71	90.47
417	Student_417	84.84	24.33	75.91	98.79	99.87	Good	95.39	84.84	96.72	95.5
418	Student_418	94.23	24.68	87.09	81.49	85.92	Good	87.44	94.23	99.19	80.59
419	Student_419	79.84	4.8	64.94	77.57	54.73	Average	61.39	79.84	10.94	51.85
420	Student_420	84.81	13.99	72.65	77.08	62.98	Average	53.67	84.81	50.76	66.77
421	Student_421	74.43	6.3	34.69	46.92	44.29	Fail	44.85	74.43	30.64	36.74
422	Student_422	84.95	18.89	90	79.07	89.13	Good	93.41	84.95	76.61	84.65
423	Student_423	84.29	9.49	50.29	55.21	58.89	Average	56.78	84.29	35.97	56.1
424	Student_424	88.15	6.52	65.22	60.11	58.01	Average	52.35	88.15	28.51	57.96
425	Student_425	86.2	12.02	52.29	64.86	50.73	Average	52.83	86.2	50.61	52.66
426	Student_426	77.02	11.29	52.84	61.64	59.91	Average	64.92	77.02	55.11	74.21
427	Student_427	72.99	7.95	31.3	54.03	37.4	Fail	41.85	72.99	32.62	41.4
428	Student_428	59.81	6.28	56.63	58.77	41.48	Fail	43.31	59.81	19.81	45.65
429	Student_429	73.93	12.66	56.02	67.97	58.93	Average	59.42	73.93	50.06	57.06
430	Student_430	66.42	2.68	35.56	57.96	32.03	Fail	27.53	66.42	13.76	25.17
431	Student_431	62.65	2.55	31.13	35.9	33.49	Fail	37.82	62.65	15.18	29.79
432	Student_432	86.67	7.11	72.81	68.38	60.87	Average	64.92	86.67	20.36	55.9
433	Student_433	79.5	9.68	68.21	61.5	58.79	Average	53.1	79.5	39.99	61.54
434	Student_434	87.35	14.41	71.42	64.65	69.43	Average	71.25	87.35	53.15	57.87
435	Student_435	61.91	4.48	35.94	49.78	33.7	Fail	36.96	61.91	15.09	37.85
436	Student_436	58.29	6.99	36.01	36.78	31.37	Fail	35.78	58.29	32.19	30.55
437	Student_437	73.52	4.55	41.87	55.27	46.63	Fail	46.26	73.52	21.93	51.76
438	Student_438	73.3	11.63	68.51	70.06	53.77	Average	49.48	73.3	43.13	48.7
439	Student_439	97.52	17.16	78.47	85.63	75.94	Good	73.43	97.52	67.85	69.63
440	Student_440	68.2	12.42	50	64.58	63.01	Average	57.97	68.2	47	60.16
441	Student_441	51.37	7.81	36.56	42.6	36.05	Fail	35.79	51.37	45.7	33.04
442	Student_442	70.76	4.02	67.5	77.24	55.58	Average	54.35	70.76	17.47	61.22
443	Student_443	93.26	20.61	95.45	85.57	82.57	Good	93.3	93.26	78.24	88.15
444	Student_444	73.13	11.84	69.6	59.18	59.24	Average	63.71	73.13	53.97	72.58
445	Student_445	87.55	12.87	73.64	72.35	59.79	Average	64.64	87.55	58.27	56.32
446	Student_446	79.77	11.27	51.88	67.52	67.66	Average	70.02	79.77	54.04	44.23
447	Student_447	69.18	12.59	64.01	76.9	51.06	Average	49.22	69.18	60.8	48.19
448	Student_448	56.63	5.21	38.6	52.86	45.1	Fail	43.72	56.63	24.38	46.71
449	Student_449	67.56	9.65	62.21	63.49	73.23	Average	72.31	67.56	36.85	78.23
450	Student_450	96.55	19.85	91.43	86.54	98.02	Good	98.96	96.55	78.39	100
451	Student_451	82.36	12.02	70.68	61.3	70.1	Average	72.05	82.36	46.62	66.63
452	Student_452	83.9	13.87	80.07	99.46	96.41	Good	96.41	83.9	53.46	100
453	Student_453	82.53	12	63.49	76.78	62.36	Average	60.91	82.53	54.2	55.12
454	Student_454	59.51	2.14	52.8	53.36	37.65	Fail	34.68	59.51	8.56	35.73
455	Student_455	50.63	6.87	30.33	52.59	49.31	Fail	42.35	50.63	32.34	41.75
456	Student_456	75.94	6.58	66.92	73.79	63.61	Average	70.03	75.94	29.7	63.75
457	Student_457	99.34	8.88	85.14	92.96	96.57	Good	100	99.34	30.03	100
458	Student_458	83.59	21.6	86.58	84.91	78.29	Good	84.29	83.59	77.81	77.3
459	Student_459	86.63	5.73	57.43	61.67	71.7	Average	65.4	86.63	16.74	70.76
460	Student_460	81.82	12.76	56.01	69.37	64.24	Average	68.18	81.82	48.91	52.37
461	Student_461	70.82	7.34	30.35	51.85	31.03	Fail	36.15	70.82	30.03	29.02
462	Student_462	63.72	3.01	38.9	43.82	42.36	Fail	40.34	63.72	8.8	50.41
463	Student_463	73.35	12.06	59.71	56.57	69.52	Average	71.96	73.35	51.76	67.77
464	Student_464	85.72	15.36	90.56	83.31	76.41	Good	74.13	85.72	58.8	74.19
465	Student_465	74.35	14.39	65.4	70.44	65.74	Average	73.38	74.35	58.84	73.48
466	Student_466	54.97	3.93	51.78	37.53	35.53	Fail	37.36	54.97	16.31	33.34
467	Student_467	56.91	4.02	58.43	36.69	40.32	Fail	35.73	56.91	24.75	49.36
468	Student_468	69.48	14.68	52.72	64.28	68.37	Average	71.72	69.48	53.84	59.38
469	Student_469	82.61	8.65	58.32	64.15	56.58	Average	61.87	82.61	45.64	61.32
470	Student_470	70.13	9.31	56.44	61.61	66.35	Average	67.34	70.13	34.27	77.87
471	Student_471	89.21	10.64	51.85	56.74	73.69	Average	76.09	89.21	35.86	80.74
472	Student_472	57.43	1.64	47.37	50.59	42.91	Fail	42.56	57.43	5.48	29.84
473	Student_473	85.35	8.26	98.95	81.27	91.9	Good	86.23	85.35	49.24	87.43
474	Student_474	67.67	5.27	39.07	41.78	41.89	Fail	41.13	67.67	25.56	40.2
475	Student_475	86.65	14.41	52.54	58.56	73.52	Average	76.14	86.65	60.65	80.59
476	Student_476	94.73	23.01	76.08	89.69	92.53	Good	91.89	94.73	96.02	83.21
477	Student_477	93.6	14.94	70.46	89.57	81.33	Good	85.33	93.6	55.91	74.2
478	Student_478	89.01	24.28	81.97	96	79.71	Good	77.75	89.01	98.75	68.47
479	Student_479	81.81	14.75	52.45	55.19	60.8	Average	59.17	81.81	59.01	55.02
480	Student_480	67.32	12.23	71.95	64.98	56.44	Average	60.6	67.32	57.97	47.68
481	Student_481	75.86	11.96	50.22	68.56	65.27	Average	66.38	75.86	47.3	76.46
482	Student_482	65.94	2.69	50.71	37.28	33.97	Fail	31.91	65.94	8.87	29.44
483	Student_483	71.94	6.17	30.4	41.21	34.27	Fail	39.44	71.94	18.86	39.11
484	Student_484	71.77	6.72	51.5	65.56	68.25	Average	64.81	71.77	27.58	68.38
485	Student_485	80.17	11.4	51.95	76.88	70.88	Average	67.25	80.17	47.06	70.91
486	Student_486	70.13	6.76	57.05	48.61	33.99	Fail	19.84	70.13	21.03	29.85
487	Student_487	65.42	6.2	51.4	48.04	31.36	Fail	28.59	65.42	27.07	36.75
488	Student_488	59.28	7.45	46.95	48.46	35.35	Fail	41.89	59.28	30.97	36.43
489	Student_489	59.21	7.27	49.33	54.68	39.04	Fail	28.68	59.21	34.15	39.72
490	Student_490	80.76	6.73	66.93	64.83	61.02	Average	56.26	80.76	32.98	56.87
491	Student_491	92.99	23.92	71.92	95.62	82.31	Good	84.51	92.99	96.15	79.3
492	Student_492	76.1	4.24	57.23	66.56	51.4	Average	40.18	76.1	11.78	55.52
493	Student_493	89.82	23.76	73.16	94.11	85.24	Good	82.69	89.82	90.89	86.85
494	Student_494	66.38	2.82	34.63	39.01	31.4	Fail	37.1	66.38	20.09	32.26
495	Student_495	69.64	11.31	71.16	73.72	67.06	Average	77.28	69.64	46.07	61.78
496	Student_496	52.76	3.02	38.98	41.25	40.25	Fail	41.7	52.76	20.81	53.86
497	Student_497	78.39	7.93	58.49	74.06	69.65	Average	65.02	78.39	34.21	66.29
498	Student_498	72.69	14.05	72.87	62.52	58.83	Average	54.03	72.69	59.97	58.62
499	Student_499	90.11	24	96.29	77.56	84.82	Good	85.54	90.11	100	83.51
500	Student_500	91.07	16.55	75.82	96.47	91.92	Good	93.32	91.07	60.08	100
501	Student_501	96.76	22.6	92.45	85.98	90.26	Good	99.55	96.76	91.93	88.22
502	Student_502	54.01	5.72	35.2	52.35	34.57	Fail	39.42	54.01	16.7	31.89
503	Student_503	67.94	5.82	50.05	71.53	68.24	Average	68.66	67.94	21.86	69.07
504	Student_504	90.3	10.74	72.51	75.48	79.14	Good	77.46	90.3	46.16	74.29
505	Student_505	97.82	12.11	80.63	77.63	80.56	Good	95.63	97.82	43.31	81.34
506	Student_506	90.38	18.33	77.36	76.44	84.78	Good	87.91	90.38	76.12	100
507	Student_507	84.68	11.73	98.8	90.41	88.92	Good	85.58	84.68	39.43	91.02
508	Student_508	75.39	8.72	62.98	71.02	67.48	Average	66.36	75.39	40.6	69.32
509	Student_509	83.43	16.5	82.36	96.76	90.79	Good	86.4	83.43	62.68	85.76
510	Student_510	90.65	9.96	88.17	77.93	83.43	Good	71.41	90.65	34.7	95.39
511	Student_511	53.57	5.84	35.98	44.8	47.82	Fail	49.38	53.57	16.18	61.39
512	Student_512	70.11	9.59	60.06	55.42	69.74	Average	78.65	70.11	35.46	75.71
513	Student_513	66.73	9.22	63.46	69.45	67.15	Average	59	66.73	27.34	71.73
514	Student_514	56.33	1.07	50.98	48.39	46.64	Fail	46.92	56.33	1.54	45
515	Student_515	70.53	6.9	44.07	43.34	45.75	Fail	42.22	70.53	33.1	48.49
516	Student_516	89.03	11.12	95.65	97.06	86.66	Good	89.27	89.03	43.54	80.81
517	Student_517	51.89	3.71	53.3	57.54	34.05	Fail	33.19	51.89	8.95	26.17
518	Student_518	51.67	7.14	41.29	48.54	49.26	Fail	42.46	51.67	29.69	38.85
519	Student_519	81.33	19.02	72.22	84.39	95.1	Good	90.19	81.33	76.77	97.97
520	Student_520	60.84	7.98	46.21	43.03	34.38	Fail	30.23	60.84	41.7	24.73
521	Student_521	73.76	8.1	51.65	63.5	61.56	Average	68.28	73.76	36.35	58.06
522	Student_522	83.07	11.22	67.01	55.19	55.42	Average	61.89	83.07	46.41	54.99
523	Student_523	93.23	16.23	70.16	95.11	94.32	Good	92.76	93.23	69.45	100
524	Student_524	78.71	4.73	68.4	68.43	69.47	Average	75.61	78.71	18.25	65.42
525	Student_525	83.79	12.83	62.43	58.23	66.71	Average	65.84	83.79	50.94	74.5
526	Student_526	80.51	12.16	54.08	59.48	72.17	Average	70.54	80.51	56.93	78.74
527	Student_527	95	23.44	92.76	89.93	91.35	Good	91.64	95	85.58	83.85
528	Student_528	72.23	5.05	48.34	38.91	39.43	Fail	40.85	72.23	25.04	47.29
529	Student_529	82.91	6.98	54.85	62.22	56.01	Average	53.23	82.91	27.37	54.02
530	Student_530	55.37	3.97	56.33	47.68	33.74	Fail	33.85	55.37	14.42	30.25
531	Student_531	66.92	11.66	59.19	73.9	66.42	Average	70.36	66.92	43.88	64.46
532	Student_532	69.91	2.9	50.08	41.6	48.69	Fail	49.34	69.91	12.37	48.67
533	Student_533	80.91	7.57	56.47	59.39	67.3	Average	67.51	80.91	30.06	64.39
534	Student_534	55.47	5.17	37.67	51.55	46.22	Fail	48.69	55.47	18.61	40.34
535	Student_535	95.56	20.93	75.63	77.21	92.47	Good	95.8	95.56	80.21	87.21
536	Student_536	74.21	8.76	50.75	60.97	50.84	Average	50.53	74.21	25.51	51.81
537	Student_537	71.98	2.7	46.16	35.97	43.27	Fail	40.9	71.98	7.18	42.15
538	Student_538	58.08	7.29	55.76	43.13	47.93	Fail	48.88	58.08	26.6	51.62
539	Student_539	99.92	22.03	95.35	81.23	89.42	Good	81.45	99.92	88.88	89.79
540	Student_540	66.68	5.04	73.97	62.51	68.63	Average	67.58	66.68	29.98	69.17
541	Student_541	70.17	7.01	58.93	41.04	30.8	Fail	18.44	70.17	24.96	34.95
542	Student_542	60.28	1.91	30.65	44.01	45.6	Fail	37.22	60.28	2.52	55.53
543	Student_543	64.15	3.19	48.98	40.8	30.29	Fail	21.16	64.15	9.19	40.5
544	Student_544	84.11	10.86	68.3	55.9	70.84	Average	76.08	84.11	44.21	80.22
545	Student_545	65.49	4.94	48.11	56.61	41.68	Fail	41.75	65.49	22.7	47.77
546	Student_546	91.62	24.84	92.7	86.06	92.68	Good	86.37	91.62	100	100
547	Student_547	74.73	6.52	64.32	76.35	73.14	Average	75.6	74.73	30.22	76.2
548	Student_548	86.84	16.97	76.35	99.89	99.53	Good	100	86.84	72.73	100
549	Student_549	81.24	12.85	67.16	68.64	51.33	Average	53.87	81.24	50.01	67.04
550	Student_550	61.37	5.72	49.65	44.33	48.74	Fail	47.8	61.37	33.15	29.66
551	Student_551	54.18	4.5	50.04	52.43	42.91	Fail	44.07	54.18	16.23	41.41
552	Student_552	71.88	5.72	65.26	68.78	54.47	Average	58.98	71.88	23.43	63.24
553	Student_553	94.1	15.74	90.03	95.93	79.24	Good	76.89	94.1	69.44	86.1
554	Student_554	50.48	6.45	47.68	52.49	46.68	Fail	46.83	50.48	28.63	64.64
555	Student_555	96.06	24.34	86.08	87.21	85.05	Good	83.76	96.06	86.16	85.8
556	Student_556	83.07	17.73	78.31	98.03	89.58	Good	81.51	83.07	70.95	86.56
557	Student_557	79.82	7.9	51.25	55.73	60.54	Average	65.12	79.82	35.91	58.22
558	Student_558	52.11	5.25	55.55	57.07	43.12	Fail	53.41	52.11	14.28	45.35
559	Student_559	55.28	7.04	55.7	39.92	44.67	Fail	40.3	55.28	31.91	56.02
560	Student_560	72.16	12.83	73.93	55.69	72.34	Average	77.15	72.16	53.27	83.78
561	Student_561	65.57	7.81	43.49	56.18	31.24	Fail	27.03	65.57	37.16	30.85
562	Student_562	86.71	9.14	99.26	95.42	96.31	Good	96.97	86.71	33.1	98.08
563	Student_563	98.76	9.45	81.57	76.78	80.27	Good	87.81	98.76	42.78	75.99
564	Student_564	84.59	15.97	78.06	77.52	79.19	Good	76.59	84.59	64.68	75.64
565	Student_565	53.68	7.81	52.02	59.19	38.75	Fail	38.68	53.68	40.07	46.07
566	Student_566	71.96	12.78	57.83	61.89	55.79	Average	46.78	71.96	65.05	67.01
567	Student_567	82.59	12.36	80.66	91.85	76.56	Good	73.24	82.59	57.13	71.68
568	Student_568	55.26	6.66	34.26	43.57	47.21	Fail	37.68	55.26	29.04	48.91
569	Student_569	68.87	4.91	61.63	61.96	64.03	Average	66.18	68.87	31.25	62.33
570	Student_570	96.08	10.33	87.42	87.64	78.6	Good	82.76	96.08	44.34	84.65
571	Student_571	65.6	2.92	44.15	37.06	39.15	Fail	38.04	65.6	7.14	36.43
572	Student_572	57.66	6.76	31.65	45.47	39.12	Fail	40.55	57.66	26.84	25.63
573	Student_573	94.5	17.76	90.02	94.43	96.56	Good	94.93	94.5	74.85	100
574	Student_574	57.85	4.77	54.36	59.74	47.7	Fail	51.4	57.85	23.21	45.58
575	Student_575	74.29	6.15	61.75	72.06	62.26	Average	62.91	74.29	18.97	60.86
576	Student_576	89.66	22.25	80.84	96.49	85.17	Good	75.24	89.66	83.53	88.22
577	Student_577	58.21	4.18	52.11	38.15	33.91	Fail	38.61	58.21	15.01	36.38
578	Student_578	88.79	5.93	63.63	68.32	62.19	Average	60.24	88.79	26.39	65.38
579	Student_579	81.12	6.53	63.26	63.56	66.48	Average	60.13	81.12	29.43	55.07
580	Student_580	68.53	10.28	54.45	61.41	55.45	Average	53.26	68.53	41.83	59.34
581	Student_581	54.57	6.78	38.29	58.18	49.3	Fail	39.79	54.57	22.95	35.94
582	Student_582	64.28	2	40.86	54.94	37.31	Fail	31.06	64.28	16.68	42.7
583	Student_583	81.74	17.47	95.35	94.9	79.38	Good	80.09	81.74	64.52	87.21
584	Student_584	93.46	11.75	76.55	96.85	81.24	Good	82.37	93.46	53.51	71.66
585	Student_585	85.26	8.01	96.12	94.81	90.68	Good	92.21	85.26	35.73	92.98
586	Student_586	83.76	5.67	61	63.08	52.34	Average	52.36	83.76	29.08	59.74
587	Student_587	77.15	14.13	50.96	61.7	55.17	Average	51.71	77.15	54.3	52.03
588	Student_588	70.95	13.99	61.23	65.72	68.94	Average	68.67	70.95	55.25	73.66
589	Student_589	53.86	4.41	42.47	49.92	49.89	Fail	47.7	53.86	17.92	30.39
590	Student_590	69.24	3.79	54	39.27	30.61	Fail	22.48	69.24	12.78	38.3
591	Student_591	55.11	3.38	44.81	50.38	48.12	Fail	44.26	55.11	14.65	48.33
592	Student_592	90.2	16.52	71.51	75.87	88.78	Good	93.23	90.2	73.98	86.98
593	Student_593	88.76	22.27	74.82	75.62	86.23	Good	94.17	88.76	82.6	93.12
594	Student_594	84.75	8.84	91.74	77.79	90.21	Good	93.47	84.75	32.07	100
595	Student_595	85.62	10.95	81.39	95.04	84.8	Good	92.52	85.62	39.97	88.2
596	Student_596	68.77	1.88	52.41	40.92	43.48	Fail	43.91	68.77	7.05	54.74
597	Student_597	64.14	7.5	41.23	36.65	30.38	Fail	39.09	64.14	29.32	19.51
598	Student_598	85.67	9.77	68.61	60.39	58.59	Average	68.86	85.67	42.94	63.25
599	Student_599	65.75	14.58	66.03	76.46	56.61	Average	47.94	65.75	58.49	55.69
600	Student_600	92.23	19.53	79.53	96.2	98.68	Good	99.79	92.23	79.63	93.16
601	Student_601	72.12	6.17	38.05	42.04	49.17	Fail	49.6	72.12	26.67	35.67
602	Student_602	50.26	6.01	50.48	50.57	49.7	Fail	47.58	50.26	25.27	53.98
